URL,DSLD ID,Product Name,Brand Name,Bar Code,Net Contents,Serving Size,Product Type [LanguaL],Supplement Form [LanguaL],Date Entered into DSLD,Market Status,Suggested Use
https://dsld.od.nih.gov/label/299518,299518,Potassium Gluconate 99 mg,Windmill Natural Vitamins,0 35046 00348 7,100 Tablet(s),1 Tablet(s),Mineral [A1299],Tablet or Pill [E0155],2023-11-22,On Market,DIRECTIONS: Take 1 tablet daily as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299519,299519,Flax Seed Oil 1000 mg,Windmill Natural Vitamins,0 35046 00349 4,100 Softgel(s),1 Softgel(s),Fat/Fatty Acid [A1310],Softgel Capsule [E0161],2023-11-22,On Market,Directions: Take 1 softgel daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299520,299520,Alpha Lipoic Acid 300 mg,Windmill Natural Vitamins,0 35046 00350 0,60 Tablet(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2023-11-22,On Market,Directions: Take 1 tablet daily as a dietary supplement or as directed by a healthcare professional. 
https://dsld.od.nih.gov/label/299521,299521,Selenium 200 mcg,Windmill Natural Vitamins,0 35046 00383 8,100 Tablet(s),1 Tablet(s),Mineral [A1299],Tablet or Pill [E0155],2023-11-22,On Market,Directions: Take 1 tablet daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299522,299522,Lutein 20 mg,Windmill Natural Vitamins,0 35046 00387 6,60 Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2023-11-22,On Market,Directions: Take 1 capsule daily as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299523,299523,DHEA 50 mg,Windmill Natural Vitamins,0 35046 00389 0,50 Tablet(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2023-11-22,On Market,DIRECTIONS: Take 1 tablet daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299524,299524,Melatonin 3 mg,Windmill Natural Vitamins,0 35046 00390 6,100 Tablet(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2023-11-22,On Market,Directions: Take 1 tablet 30 minutes before bedtime as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299525,299525,Melatonin 1 mg,Windmill Natural Vitamins,0 35046 00391 3,100 Tablet(s),1 Tablet(s),Non-Nutrient/Non-Botanical [A1309],Tablet or Pill [E0155],2023-08-23,On Market,Directions: Take 1 tablet 30 minutes before bedtime as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299526,299526,Timed Release Melatonin 10 mg,Windmill Natural Vitamins,0 35046 00392 0,60 Tablet(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2023-11-22,On Market,Directions: Take 1 tablet 30 minutes before bedtime as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299527,299527,Melatonin 5 mg,Windmill Natural Vitamins,0 35046 00393 7,60 Tablet(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2023-11-22,On Market,Directions: Take 1 tablet 30 minutes before bedtime as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299528,299528,Glucosamine with Chondroitin and MSM,Windmill Natural Vitamins,0 35046 00406 4,60 Tablet(s),2 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2023-11-22,On Market,DIRECTIONS: Take 2 tablets daily with meals as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299529,299529,Zinc Gluconate 50 mg,Windmill Natural Vitamins,0 35046 00416 3,100 Tablet(s),1 Tablet(s),Mineral [A1299],Tablet or Pill [E0155],2023-11-22,On Market,Directions: Take 1 tablet daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299530,299530,Zinc Sulfate 50 mg,Windmill Natural Vitamins,0 35046 00419 4,90 Tablet(s),1 Tablet(s),Mineral [A1299],Tablet or Pill [E0155],2023-11-22,On Market,Directions: Take 1 tablet daily as dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299531,299531,Co-Q10 50 mg,Windmill Natural Vitamins,0 35046 00431 6,45 Capsule(s),1 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2023-11-22,On Market,Directions: Take 1 capsule daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299532,299532,Co-Q10 100 mg,Windmill Natural Vitamins,0 35046 00432 3,45 Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2023-11-22,On Market,Directions: Take 1 capsule daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299533,299533,Co-Q10 200 mg,Windmill Natural Vitamins,0 35046 00433 0,45 Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2023-11-22,On Market,DIRECTIONS: Take 1 capsule daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299534,299534,Red Yeast Rice 600 mg,Windmill Natural Vitamins,0 35046 00457 6,60 Tablet(s),2 Tablet(s),Botanical with Nutrients [A1317],Tablet or Pill [E0155],2023-11-22,On Market,Directions: Take 2 tablets with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299535,299535,B12 Energy,Windmill Natural Vitamins,0 35046 00468 2,100 Tablet(s),1 Tablet(s),Botanical with Nutrients [A1317],Tablet or Pill [E0155],2023-08-23,On Market,Directions: Take 1 fast dissolving tablet daily as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299536,299536,B12 1000 mcg,Windmill Natural Vitamins,0 35046 00469 9,2 Fluid Ounce(s); 60 mL,1 mL [1 dropper],Vitamin [A1302],Liquid [E0165],2023-11-22,On Market,Directions: Shake well. Take one dropper (1mL) once daily as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299537,299537,Turmeric 1000 mg,Windmill Natural Vitamins,0 35046 00486 6,60 Capsule(s),2 Capsule(s),Botanical [A1306],Capsule [E0159],2023-11-22,On Market,Directions: Take 2 capsule daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299538,299538,Water Pill with Potassium,Windmill Natural Vitamins,0 35046 00493 4,90 Tablet(s),1 Tablet(s),Botanical with Nutrients [A1317],Tablet or Pill [E0155],2023-12-14,On Market,DIRECTIONS: Take 1 tablet daily with meals as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299539,299539,Saw Palmetto 560 mg,Windmill Natural Vitamins,0 35046 00716 4,60 Caplet(s),2 Caplet(s),Botanical [A1306],Other (e.g. tea bag) [E0172],2023-11-22,On Market,Directions: Take 2 caplets daily as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299540,299540,Milk Thistle 560 mg,Windmill Natural Vitamins,0 35046 00719 5,60 Caplet(s),1 Caplet(s),Botanical [A1306],Other (e.g. tea bag) [E0172],2023-11-22,On Market,Directions: Take 1 caplet daily as dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299541,299541,Grape Seed 100 mg,Windmill Natural Vitamins,0 35046 00725 6,60 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2023-11-22,On Market,Directions: Take 1 capsule daily as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299542,299542,Cranberry 250 mg,Windmill Natural Vitamins,0 35046 00751 5,60 Capsule(s),1 Capsule(s),Botanical with Nutrients [A1317],Capsule [E0159],2023-11-22,On Market,Directions: Take 1 capsule daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299543,299543,Ginkgo biloba 200 mg,Windmill Natural Vitamins,0 35046 00752 2,60 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2023-11-22,On Market,DIRECTIONS: Take 1 capsule daily as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299544,299544,Cinnamon 500 mg,Windmill Natural Vitamins,0 35046 00753 9,60 Caplet(s),1 Caplet(s),Botanical with Nutrients [A1317],Other (e.g. tea bag) [E0172],2023-11-22,On Market,Directions: Take 1 caplet daily as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299545,299545,Valerian Root 450 mg,Windmill Natural Vitamins,0 35046 00754 6,60 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2023-08-23,On Market,Directions: Take 1 capsule daily as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299546,299546,Echinacea 400 mg,Windmill Natural Vitamins,0 35046 00755 3,60 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2023-11-22,On Market,Directions: Take 1 capsule daily as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299547,299547,Triple Strength Cranberry 750 mg,Windmill Natural Vitamins,0 35046 00756 0,30 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2023-11-22,On Market,Directions: Take 1 capsule daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299548,299548,Aloe Vera 25 mg,Windmill Natural Vitamins,0 35046 00757 7,60 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2023-11-22,On Market,DIRECTIONS: Take 1 capsule daily as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299549,299549,Bilberry with Eyebright & Elderberry,Windmill Natural Vitamins,0 35046 00760 7,60 Tablet(s),1 Tablet(s),Botanical with Nutrients [A1317],Tablet or Pill [E0155],2023-11-22,On Market,Directions: Take 1 tablet daily as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299550,299550,Ginseng 500 mg,Windmill Natural Vitamins,0 35046 00762 1,60 Caplet(s),1 Caplet(s),Botanical with Nutrients [A1317],Other (e.g. tea bag) [E0172],2023-11-22,On Market,Directions: Take 1 caplet daily as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299551,299551,Turmeric Complex with Black Pepper,Windmill Natural Vitamins,0 35046 00767 6,60 Capsule(s),2 Capsule(s),Botanical [A1306],Capsule [E0159],2023-11-22,On Market,Directions: Take 2 capsules daily with meals as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299552,299552,Cranberry 15000 mg plus Vitamin C,Windmill Natural Vitamins,0 35046 00768 3,90 Capsule(s),1 Capsule(s),Botanical with Nutrients [A1317],Capsule [E0159],2023-11-22,On Market,Directions: Take 1 capsule daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299553,299553,Prostate Support with Beta Sitosterol,Windmill Natural Vitamins,0 35046 00782 9,60 Tablet(s),2 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2023-11-22,On Market,DIRECTIONS: Take 2 tablets with food daily as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299554,299554,Ashwagandha,Windmill Natural Vitamins,0 35046 00789 8,60 Capsule(s),2 Capsule(s),Botanical [A1306],Capsule [E0159],2023-11-22,On Market,Directions: Take 2 capsules daily with meals as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299555,299555,Quercetin 500 mg,Windmill Natural Vitamins,0 35046 00979 3,60 Capsule(s),2 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2023-08-23,On Market,Directions: Take 2 capsules daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299556,299556,Glucosamine Sulfate 750 mg,Windmill Natural Vitamins,0 35046 14048 9,30 Tablet(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2023-12-14,On Market,Directions: Take 1 tablet daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299557,299557,Liquid Iron for Infants & Toddlers 10 mg,Windmill Natural Vitamins,0 35046 00095 0,2 Fluid Ounce(s); 60 mL,1 mL [0.034 fl. oz.],Mineral [A1299],Liquid [E0165],2023-11-22,On Market,Directions: Take 1 mL daily with food or as directed by a healthcare professional. Do not exceed recommended amounts. Protect from heat; light and moisture.Shake prior to use.
https://dsld.od.nih.gov/label/299558,299558,Daily One for Men 50+,Windmill Natural Vitamins,0 35046 00097 4,90 Tablet(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2023-11-22,On Market,DIRECTIONS: Take 1 tablet daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299559,299559,Quick Melt B12 Cyanocobalamin - 1000 mcg,Windmill Natural Vitamins,0 35046 01130 7,100 Melt(s),1 Melt(s),Vitamin [A1302],Other (e.g. tea bag) [E0172],2023-11-22,On Market,Directions: Place 1 melt under the tongue daily; allow to dissolve slowly then swallow as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299560,299560,B Complex with Choline & Inositol,Windmill Natural Vitamins,0 35046 01134 5,100 Tablet(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2023-11-22,On Market,Directions: Take 1 tablet daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299561,299561,C500 Ascorbic Acid,Windmill Natural Vitamins,0 35046 01175 8,100 Tablet(s),1 Tablet(s),Vitamin [A1302],Tablet or Pill [E0155],2023-11-22,On Market,Directions: Take 1 tablet daily as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299562,299562,Chromium Picolinate 500 mcg,Windmill Natural Vitamins,0 35046 01206 9,60 Tablet(s),1 Tablet(s),Mineral [A1299],Tablet or Pill [E0155],2023-11-22,On Market,Directions: Take 1 tablet daily as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299563,299563,Super C 500 with Quercetin & Zinc,Windmill Natural Vitamins,0 35046 00198 8,100 Tablet(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2023-11-22,On Market,DIRECTIONS: Take 1 tablet daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299564,299564,Chromium Polynicotinate 200 mcg,Windmill Natural Vitamins,0 35046 00208 4,100 Capsule(s),1 Capsule(s),Mineral [A1299],Capsule [E0159],2023-11-22,On Market,Directions: Take 1 capsule daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299565,299565,D3 Cholecalciferol 125 mcg,Windmill Natural Vitamins,0 35046 00223 7,100 Softgel(s),1 Softgel(s),Vitamin [A1302],Softgel Capsule [E0161],2023-08-23,On Market,Directions: Take 1 softgel daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299566,299566,D3 Cholecalciferol 250 mcg,Windmill Natural Vitamins,0 35046 00224 4,100 Softgel(s),1 Softgel(s),Vitamin [A1302],Softgel Capsule [E0161],2023-11-22,On Market,Directions: Take 1 softgel daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299567,299567,Magnesium Glycinate 200 mg,Windmill Natural Vitamins,0 35046 00325 8,120 Capsule(s),2 Capsule(s),Mineral [A1299],Capsule [E0159],2023-12-14,On Market,Directions: Take 2 capsules daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299568,299568,NAC 500 mg,Windmill Natural Vitamins,0 35046 00449 1,100 Capsule(s),1 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2023-11-22,On Market,DIRECTIONS: Take 1 capsule daily as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299569,299569,Psyllium Husk,Windmill Natural Vitamins,0 35046 00989 2,90 Capsule(s),1 Capsule(s),Fiber and Other Nutrients [A1326],Capsule [E0159],2023-12-14,On Market,Directions: 1 capsule daily with food as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299570,299570,Antarctic Krill 500 mg,California Gold Nutrition,8 98220 01100 1,30 Fish Gelatin Softgel(s),1 Softgel(s),Fat/Fatty Acid [A1310],Softgel Capsule [E0161],2023-12-14,On Market,Suggested use: Take 1 softgel daily; with food. Best when taken as directed by a qualified healthcare professional.
https://dsld.od.nih.gov/label/299571,299571,Antarctic Krill 500 mg,California Gold Nutrition,8 98220 01101 8,120 Fish Gelatin Softgel(s),1 Softgel(s),Fat/Fatty Acid [A1310],Softgel Capsule [E0161],2023-11-22,On Market,Suggested Use: Take 1 softgel daily; with food. Best when taken as directed by a qualified healthcare professional.
https://dsld.od.nih.gov/label/299572,299572,Acetyl-L-Carnitine,California Gold Nutrition,8 98220 01970 0,3.53 Ounce(s); 100 Gram(s),1.5 Gram(s) [1 Scoop],Non-Nutrient/Non-Botanical [A1309],Powder [E0162],2023-12-14,On Market,Suggested Usage: Combine 1 scoop (1.5 g) with 8 to 10 fl oz of water or the beverage of your choice. Mix well. Best when taken as directed by a qualified healthcare professional.
https://dsld.od.nih.gov/label/299573,299573,Acetyl-L-Carnitine 500 mg,California Gold Nutrition,8 98220 01125 4,60 Veggie Capsule(s),1 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2023-11-22,On Market,Suggested Use: Take 1 capsule daily; without food. Best when taken as directed by a qualified healthcare professional.
https://dsld.od.nih.gov/label/299574,299574,Sambucus European Black Elderberry Syrup 2500 mg,California Gold Nutrition,8 98220 01370 8,8 Fluid Ounce(s); 240 mL,10 mL [2 tsp ],Botanical [A1306],Liquid [E0165],2023-11-22,On Market,Suggested usage: Adults and children over 12 years; take 2 teaspoons daily. Best taken as directed by a qualified health professional. Shake well before each use.
https://dsld.od.nih.gov/label/299575,299575,Antarctic Krill 1000 mg,California Gold Nutrition,8 98220 01102 5,120 Fish Gelatin Softgel(s),1 Softgel(s),Fat/Fatty Acid [A1310],Softgel Capsule [E0161],2023-08-23,On Market,Suggested use: Take 1 softgel daily; with food. Best when taken as directed by a qualified healthcare professional.
https://dsld.od.nih.gov/label/299576,299576,Ashwagandha Root Extract 450 mg,California Gold Nutrition,8 98220 01365 4,180 Veggie Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2023-11-22,On Market,Suggested Use: Take 1 capsule daily; with or without food. Best when taken as directed by a qualified healthcare professional.
https://dsld.od.nih.gov/label/299577,299577,AstaCarotenoid Complex,California Gold Nutrition,8 98220 01206 0,30 Veggie Softgel(s),1 Softgel(s),Other Combinations [A1325],Softgel Capsule [E0161],2023-11-22,On Market,Suggested Usage: Take 1 softgel daily; with food. Best when taken as directed by a qualified healthcare professional.
https://dsld.od.nih.gov/label/299578,299578,Astaxanthin 12 mg,California Gold Nutrition,8 98220 01103 2,30 Veggie Softgel(s),1 Softgel(s),Non-Nutrient/Non-Botanical [A1309],Softgel Capsule [E0161],2023-11-22,On Market,Suggested Use: Take 1 softgel daily with a fat-containing meal. Best when taken as directed by a qualified healthcare professional.
https://dsld.od.nih.gov/label/299579,299579,BCAA ,California Gold Nutrition SPORT,8 98220 01058 5,16 Ounce(s); 1 Pound(s); 454 Gram(s),5 Gram(s) [1 Scoop],Amino acid/Protein [A1305],Powder [E0162],2023-12-14,On Market,SBD Scoot it. Blend it. Drinkit. It's that simple.Suggested usage: Combine one level scoop (5 grams) of powder with 6 - 8 fl oz of the liquid of your choice (e.g. water or juice) and drink on an empty stomach or as directed by your qualified healthcare professional or athletic trainer. For best results; use a blender-type bottle or shaker cup. Consider combining BCAA with our L- glutamine and drink before; during; and immediately after exercise.5 grams per 1 level scoop is an average. Individual scooping technique may yield slightly less than or slightly more than 5 grams.Our BCAA powder can also be added to: electrolyte/hydration beverages; protein shakes; MRPs; weight gainers; or smoothies.
https://dsld.od.nih.gov/label/299580,299580,BCAA 500 mg,California Gold Nutrition,8 98220 01127 8,60 Veggie Capsule(s),1 Capsule(s),Amino acid/Protein [A1305],Capsule [E0159],2023-11-22,On Market,Suggested usage: Take 1 capsule daily; on an empty stomach. Best when taken as directed by a qualified healthcare professional.
https://dsld.od.nih.gov/label/299581,299581,Benfotiamine + Alpha Lipoic Acid,California Gold Nutrition,8 98220 02020 1,30 Veggie Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2023-12-14,On Market,Suggested Use: Take 1 capsule daily; with or without food. Best when taken as directed by a qualified healthcare professional.
https://dsld.od.nih.gov/label/299582,299582,Benfotiamine 150 mg,California Gold Nutrition,8 98220 02024 9,30 Veggie Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2023-11-22,On Market,Suggested Usage: Take 1 capsule daily; with or without food. Best when taken as directed by a qualified healthcare professional.
https://dsld.od.nih.gov/label/299583,299583,Omega 3 Fish Oil 1000 mg with EPA & DHA,Windmill Natural Vitamins,0 35046 00343 2,60 Softgel(s),1 Softgel(s),Fat/Fatty Acid [A1310],Softgel Capsule [E0161],2023-12-14,On Market,DIRECTIONS: Take 1 softgel daily with meals as a dietary supplement or as directed by a healthcare professional.
https://dsld.od.nih.gov/label/299584,299584,Beta Glucan 13D 250 mg,California Gold Nutrition,8 98220 01796 6,120 Veggie Capsule(s),2 Capsule(s),Fiber and Other Nutrients [A1326],Capsule [E0159],2023-12-14,On Market,Suggested usage: Take 2 capsules daily; with or without food. Best when taken as directed by a qualified healthcare professional.
https://dsld.od.nih.gov/label/299585,299585,Vitamin E 335 mg,California Gold Nutrition,8 98220 01965 6,30 Veggie Capsule(s),1 Capsule(s),Vitamin [A1302],Capsule [E0159],2023-08-23,On Market,Suggested use: Take 1 capsule daily; with food. Best when taken as directed by a qualified healthcare professional.
https://dsld.od.nih.gov/label/299586,299586,Vitamin E 335 mg,California Gold Nutrition,8 98220 01966 3,90 Veggie Capsule(s),1 Capsule(s),Vitamin [A1302],Capsule [E0159],2023-11-22,On Market,Suggested Use: Take 1 capsule daily; with food. Best when taken as directed by a qualified healthcare professional.
https://dsld.od.nih.gov/label/299587,299587,Biotin 10000 mcg,California Gold Nutrition,8 98220 01170 4,90 Veggie Softgel(s),1 Softgel(s),Vitamin [A1302],Softgel Capsule [E0161],2023-12-14,On Market,Suggested Usage: This is a high potency Biotin product for those with higher Biotin needs and/or deficiency; as determined by a qualified healthcare professional. Consult with a qualified healthcare professional before using our Biotin. Healthy adults take one softgel daily with food. Do not exceed one softgel daily.
https://dsld.od.nih.gov/label/299588,299588,Bone Boost,California Gold Nutrition,8 98220 02100 0,120 Tablet(s),2 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2023-12-14,On Market,Suggested Use: Take 2 tablets twice daily; with food. Best when taken as directed by a qualified healthcare professional.
https://dsld.od.nih.gov/label/299589,299589,Bone Food Unflavored,California Gold Nutrition,8 98220 02068 3,14.5 Ounce(s); 411.6 Gram(s),6.86 Gram(s) [1 Scoop],Other Combinations [A1325],Powder [E0162],2023-11-22,On Market,Suggested usage: Mix 1 scoop (6.86 grams) in 6-8 ounces of water or the beverage of your choice. For best results; mix in a blender bottle. Best when taken as directed by a qualified healthcare professional. 6.86 grams per scoop is an average. Individual scooping technique may yield slightly less than or slightly more than 6.86 grams.
